region,body,type,aphelion_apogee,perihelion_perogee,semi_major_axis,eccentricity,orbital_period,mean_anomaly,inclination,longitude_of_ascending_node,argument_of_perihelion,mass,D,R,C,SG,EV,RP,AT,TH,HE,HP,LB,Unnamed: 24,Unnamed: 25
Neptune Orbit,Larissa (N VII),,,,73548.0,0.0012,0.5555,,0.205,,,3800000000000000000,194.0,97.0,609.4689747964198,0.02695540440004251,0.07231423410095864,,,2.0,2.0,0.0,2.0,,
Neptune Orbit,Galatea (N VI),,,,61953.0,0.0001,0.4287,,0.034,,,2800000000000000000,174.8,87.4,549.1503958474959,0.02446475605988406,0.06539449028219224,,,,2.0,,1.0,,
Neptune Orbit,Despina (N V),,,,52526.0,0.0004,0.3346,,0.068,,,1700000000000000000,156.0,78.0,490.0884539600077,0.018649424720578563,0.05393802236280318,,,,2.0,,1.0,,
Neptune Orbit,Thalassa (N IV),,,,50074.0,0.0018,0.3115,,0.135,,,350000000000000000,81.4,40.7,255.72564200220918,0.0141021376525062,0.03388087963607209,,,,1.0,,1.0,,
Neptune Orbit,Halimede (N IX),,,,16590500.0,0.521,-1879.0,,119.6,,,120000000000000000,62.0,31.0,194.77874452256717,0.008334193548387096,0.02273147597495596,,,,1.0,,1.0,,
Neptune Orbit,Naiad (N III),,,,48224.0,0.0047,0.2944,,4.691,,,130000000000000000,60.4,30.2,189.7521962768235,0.009513387570720582,0.02397099516648241,,,,1.0,,1.0,,
Neptune Orbit,Neso (N XIII),,,,49897800.0,0.455,-9805.0,,128.4,,,110000000000000000,60.0,30.0,188.49555921538757,0.008157477777777776,0.022123486765577134,,,,1.0,,1.0,,
Neptune Orbit,Sao (N XI),,,,22239900.0,0.296,2919.0,,50.2,,,34000000000000000,44.0,22.0,138.23007675795088,0.004688557851239669,0.014363027029653096,,,0.0,1.0,0.0,0.0,,
Neptune Orbit,Laomedeia (N XII),,,,23499900.0,0.419,3168.0,,36.9,,,34000000000000000,42.0,21.0,131.94689145077132,0.005145718820861678,0.014701026851080523,,,0.0,1.0,0.0,0.0,,
Neptune Orbit,Psamathe (N X),,,,47646600.0,0.413,-9149.0,,127.8,,,29000000000000000,40.0,20.0,125.66370614359172,0.004838867499999999,0.013912393755209775,,,0.0,1.0,0.0,0.0,,
Neptune Orbit,Hippocamp (N XIV),,,,105283.0,0.0005,0.95,,0.064,,,22000000000000000,34.8,17.4,109.3274243449248,0.004849867882150877,0.012991358754912842,,,0.0,0.0,0.0,0.0,,
Outer Solar System,Pluto,,7375930000.0,4368200000.0,5906380000.0,0.2488,90560.0,14.53,17.16,110.299,113.834,13024999999999999737856,2376.6,1188.3,7466.309100521502,0.62,1.212,-6387230.0,119.51,350.0,30.0,5.0,20.0,,
Pluto Orbit,Charon (P I),,,,17536.0,0.0022,6.3872,,0.08,,,1587000000000000000000,1212.0,606.0,3807.610296150829,0.2884279890860373,0.5912484442028386,,,100.0,15.0,5.0,10.0,,
Pluto Orbit,Hydra (P III),,,,64738.0,0.00586,38.20177,,0.242,,,50000000000000000,50.9,25.45,159.90706606772048,0.005152288280499148,0.016194180234806784,,,0.0,1.0,0.0,0.0,,
Pluto Orbit,Nix (P II),,,,48694.0,0.00204,24.8547,,0.133,,,50000000000000000,49.8,24.9,156.4513141487717,0.005382413186884082,0.016372054749078605,,,0.0,1.0,0.0,0.0,,
Pluto Orbit,Kerberos (P IV),,,,57783.0,0.00328,32.1676,,0.389,,,16000000000000000,19.0,9.5,59.690260418206066,0.011832554016620499,0.014993949656971291,,,0.0,0.0,0.0,0.0,,
Pluto Orbit,Styx (P V),,,,42656.0,0.00579,20.16155,,0.81,,,7500000000000000,16.0,8.0,50.26548245743669,0.0078214453125,0.011186738800919596,,,0.0,0.0,0.0,0.0,,
Kuiper Belt,90482 Orcus,,7190700000.0,4443056768.7,5879196330.299999,0.22701,89557.0,181.735,17.1,268.799,72.31,632000000000000000000,917.0,458.5,2880.8404633418404,0.20065229061148376,0.4289500559397686,,,68.0,12.0,5.0,8.0,,
Kuiper Belt,208996 2003 AZ84,,6964528884.405,4832011233.299999,5894156117.4,0.183,90202.0,232.611,13.6,252.202,15.211,300000000000000000000,727.0,363.5,2283.9378591597797,0.1515368125495479,0.3319145412956795,,,42.0,9.0,5.0,6.0,,
Kuiper Belt,28978 Ixion ,,7417660835.6640005,4502895917.1,5939035478.700001,0.24579,91717.0,289.587,19.6,71.011,298.314,300000000000000000000,617.0,308.5,1938.3626672649023,0.2103859055554534,0.36028891702037513,,,33.0,8.0,5.0,5.0,,
Kuiper Belt,455502 2003 UZ413 ,,7175900000.0,4547775278.4,5864236543.200001,0.22667,89317.3,113.43,12.0,135.93,145.0,200000000000000000000,600.0,300.0,1884.9555921538758,0.14831777777777774,0.2983130346911892,,,33.0,8.0,5.0,5.0,,
Kuiper Belt,612533 2002 XV93 ,,6646200000.0,5161126549.5,5879196330.299999,0.12713,90387.1,282.08,13.3,19.17,163.53,170000000000000000000,549.2,274.6,1725.3626853515145,0.1504712674835515,0.2874696855356517,,,30.0,7.0,5.0,5.0,,
Kuiper Belt,678191 2017 OF69 ,,7157400000.0,4682413362.3,5909115904.5,0.2072,91128.0,251.02,13.6,218.53,215.37,?,530.0,265.0,1665.0441064025904,,,,,26.0,7.0,6.0,4.0,,
Kuiper Belt,84922 2003 VS2 ,,6344900000.0,5445362504.4,5879196330.299999,0.075539,90451.3,15.535,14.8,302.792,114.317,150000000000000000000,523.0,261.5,1643.0529578274618,0.14640422039345005,0.27671177652166234,,,26.0,7.0,6.0,4.0,,
Kuiper Belt,84719 2002 VR128 ,,7427500000.0,4323378471.9,5879196330.299999,0.26257,90072.7,73.453,14.0,23.152,287.87,100000000000000000000,448.5,224.25,1409.0043051350222,0.1327213590700576,0.2439785432018989,,,22.0,6.0,5.0,4.0,,
Kuiper Belt,469372 2001 QF 298 ,,6541300000.0,5220965697.9,5879196330.299999,0.11429,89784.4,154.29,22.4,164.24,41.215,70000000000000000000,408.2,204.1,1282.3981211953535,0.11215477133270646,0.2139663002858412,,,15.0,5.0,5.0,3.0,,
Kuiper Belt,38628 Huya ,,7524024921.945001,4263539323.5,5894156117.4,0.27608,90318.0,11.695,5.04,169.323,67.882,50000000000000000000,406.0,203.0,1275.486617357456,0.08098109636244509,0.18132381289602506,,,15.0,5.0,5.0,3.0,,
Kuiper Belt,47171 Lempo ,,7240088162.787,4577694852.6,5879196330.299999,0.22618,90572.0,8.547,8.4,97.02,294.424,12750000000000000000,393.1,196.55,1234.9600721261477,0.022027733425761257,0.09305429603014978,,,15.0,5.0,5.0,3.0,,
Kuiper Belt,469987 2006 HJ123 ,,7695900000.0,4098981665.3999996,5879196330.299999,0.30123,90798.1,309.05,12.0,222.53,101.59,1200000000000000000,283.1,141.55,889.3848802312705,0.003997304406317451,0.03363981090060511,,,4.0,4.0,0.0,2.0,,
Kuiper Belt,307463 2002 VU130 ,,7046957311.326,4667453575.2,5879196330.299999,0.2073,89021.0,278.86,14.0,267.86,281.56,16000000000000000000,252.9,126.45,794.5087820928587,0.06678640072509619,0.12996261286761215,,,3.0,3.0,0.0,2.0,,
Kuiper Belt,55638 2002 VE95 ,,7545866211.111,4547775278.4,5894156117.4,0.2876,89562.0,29.369,16.3,199.72,206.35,15000000000000000000,249.8,124.9,784.7698448667304,0.06417592040005102,0.12661415764413056,,,3.0,3.0,0.0,2.0,,
Kuiper Belt,136472 Makemake,,7892200000000.0,5700300000000.0,6796200000000.0,0.16126,111845.0,165.514,28.9835,79.62,294.834,3100000000000000000000,1430.0,715.0,4492.477494633405,0.57,0.91,0.9511083333333333,,138.0,18.0,5.0,12.0,,
Kuiper Belt,136199 Eris,,14616000000.0,5745000000.0,10180000000000.0,0.43568,205044.0,211.032,43.822,36.046,150.714,16465999999999999475712,2326.0,1163.0,7307.344512249859,0.82,1.38,15.786,78.3,323.0,29.0,5.0,19.0,,
Kuiper Belt,90377 Sedna,,140000000000.0,11400000000.0,76000000000.0,0.8496,4159855.8000000003,358.117,11.9307,144.248,311.352,,906.0,453.0,2846.2829441523527,0.0,0.0,,,64.0,11.0,5.0,8.0,,
Kuiper Belt,174567 Varda,,7885453378.281,5910611883.21,6897957831.809999,0.14315,114366.0,275.208,21.511,184.151,180.072,245000000000000000000,740.0,370.0,2324.7785636564467,0.11944510591672752,0.29730351222005164,0.23375,,42.0,9.0,5.0,6.0,,
Kuiper Belt,145452 2005 RN43,,6304951871.166,6069335224.341,6187218346.689,0.019047,975151.5,338.28,19.313,186.93,174.88,,679.0,339.5,2133.1414117874697,0.0,0.0,0.23416666666666666,,42.0,9.0,5.0,6.0,,
Kuiper Belt,2018 VG18,,18684325294.287003,5738275135.818,12211375013.988,0.5301,269170.7922,157.653,24.292,245.325,16.865,,656.0,328.0,2060.884780754904,0.0,0.0,,,35.0,8.0,6.0,5.0,,
Kuiper Belt,2014 UZ224,,26477027992.548,5728850469.945001,16103014030.182,0.64423,407913.0,320.482,26.79,130.699,29.989,,635.0,317.5,1994.9113350295186,0.0,0.0,,,35.0,8.0,6.0,5.0,,
Kuiper Belt,2012 VP113,,69114216402.0,12045919768.662,40615821976.5,0.7036,1633629.06,3.5,24.0563,90.787,293.8,,574.0,287.0,1803.2741831605413,0.0,0.0,,,30.0,7.0,5.0,5.0,,
Kuiper Belt,528381 2008 ST291,,23552240016.627003,6329701342.94424,14940982228.74126,0.576353,364629.0,23.349,20.758,330.97,324.65,,549.0,274.5,1724.7343668207964,0.0,0.0,,,30.0,7.0,5.0,5.0,,
Kuiper Belt,523794 2015 RR245,,19268205784.800003,5077800535.353,12173227556.883001,0.5829,268113.0,328.86,7.5755,311.68,261.02,,500.0,250.0,1570.7963267948965,0.0,0.0,,,22.0,6.0,5.0,4.0,,
Kuiper Belt,15874 1996 TL66,,19709519504.25,5244452563.647,12476911235.013,0.57967,278211.0,6.8505,24.006,217.82,184.79,,339.0,169.5,1064.9999095669398,0.0,0.0,,,12.0,4.0,4.0,3.0,,
Kuiper Belt,229762 2007 UK126,,16165246744.518002,5616642013.718068,10890920174.182507,0.4843,226517.0,344.21,23.378,131.09,346.88,136100000000000000000,678.0,339.0,2129.9998191338796,0.0790431887992621,0.2314979092905586,,,42.0,9.0,5.0,6.0,,
Kuiper Belt,145451 2005 RM43,,21563037125.94,5247743716.809,13405465220.31,0.60854,309834.0,6.19,28.819,84.61,318.1,,644.0,322.0,2023.1856689118267,0.0,0.0,,,35.0,8.0,6.0,5.0,,
Kuiper Belt,78799 2002 XW93,,7002975537.252,4175126981.739,5588976460.559999,0.253,83410.0,145.37,14.383,46.928,247.18,,565.0,282.5,1774.9998492782331,0.0,0.0,,,30.0,7.0,5.0,5.0,,
Kuiper Belt,136108 Haumea,,7717006175.535,5183117436.537,6450061806.036,0.19642,103410.0,31.205,28.2138,122.167,239.041,4006000000000000000000,2100.0,1050.0,6597.344572538565,0.93,1.0,0.163139208,126.0,279.0,26.0,5.0,18.0,,
Kuiper Belt,50000 Quaoar,,6804907956.048,6268150794.9,6536529375.474,0.04106,105495.0,301.104,7.9895,188.927,147.48,1208000000000000000000,1090.0,545.0,3424.3359924128745,0.31,0.59,0.7366166666666666,13.6,86.0,14.0,5.0,9.0,,
Kuiper Belt,225088 Gongong,,15137808566.49,5053565680.250999,10095612324.435,0.49943,202484.0,106.496,30.6273,336.8573,207.6675,1750000000000000000000,1230.0,615.0,3864.1589639154454,0.18,0.62,0.9333333333333332,,100.0,15.0,5.0,10.0,,
Kuiper Belt,120437 Salacia,,6981732639.570001,5639390943.087001,6310636590.264,0.103636,100073.0,123.138,23.921,279.88,31.294,4921999999999999475712,846.0,423.0,2657.787384936965,1.8359743026563606,1.2462881930144734,0.25375,,56.0,11.0,5.0,7.0,,
Kuiper Belt,307261 Mani,,7150927831.6710005,5337203243.667,6244065537.669,0.1453,269.48,226.844,17.693,216.075,214.575,,796.0,398.0,2500.7077522574755,0.0,0.0,,,53.0,10.0,5.0,7.0,,
Kuiper Belt,20000 Varuna,,6749407145.907,6031636560.849,6390521853.378,0.05617,101908.0,119.121,17.221,97.372,262.22,,654.0,327.0,2054.601595447725,0.0,0.0,0.26416666666666666,,35.0,8.0,6.0,5.0,,
Kuiper Belt,471325 Taowu,,7119063485.148,3566263646.7689996,5342588767.023,0.3325,77955.0,42.884,110.311,243.903,322.913,,177.0,88.5,556.0618996853934,0.0,0.0,,,,2.0,,1.0,,
Kuiper Belt,486958 Arrokoth,,6947624324.982,6390970646.990999,6669222687.051001,0.04172,108724.89834000001,316.551,2.4512,158.998,174.418,748500000000000,18.26,9.13,57.36548185454963,0.001,0.0033080980495394817,0.6640833333333334,99.3,0.0,0.0,0.0,0.0,,
Kuiper Belt,2018 AG37,,19851637481.699997,4133389175.73,11997749254.2,0.655,262154.916,186.9,18.68,68.35,321.9,,400.0,200.0,1256.6370614359173,0.0,0.0,,,15.0,5.0,5.0,3.0,,
Kuiper Belt,15760 Albion,,7037383047.582,6104939517.639,6571086483.674999,0.07096,106334.0,34.041,2.1797,359.276,0.7765,,108.0,54.0,339.29200658769764,0.0,0.0,,,,1.0,,1.0,,
Kuiper Belt,385185 1993 RO,,6997590013.896001,4711136153.532001,5854363083.714,0.19528,89418.1,26.984,3.7196,170.4038,188.41,,92.0,46.0,289.02652413026095,0.0,0.0,,,,1.0,,1.0,,
Kuiper Belt,1998 WW31,,7259386288.146001,6048092326.659,6653664508.466999,0.09102,108345.0,141.847,6.8171,237.138,51.218,2658000000000000000,148.0,74.0,464.9557127312894,0.032396437910883855,0.06924357595337499,,,,2.0,,1.0,,
Kuiper Belt,90568 2004 GV9,,6824355679.278,5793641307.8751,6308991013.683001,0.081681,100034.0,34.603,21.9718,250.6142,293.2,,680.0,340.0,2136.2830044410593,0.0,0.0,0.24416666666666667,,42.0,9.0,5.0,6.0,,
Kuiper Belt,55565 2002 AW197,,7952772420.231,6121844077.061999,7037383047.582,0.13009,117848.0,294.532,24.451,297.606,297.494,,768.0,384.0,2412.743157956961,0.0,0.0,0.3695833333333333,,48.0,10.0,6.0,6.0,,
Kuiper Belt,532037 2013 FY27,,12253860809.352001,5265695461.3289995,8759703336.405,0.3989,163660.0,215.947,33.29,186.922,139.752,,765.0,382.5,2403.3183799961917,0.0,0.0,,,48.0,10.0,6.0,6.0,,
Kuiper Belt,55637 2002 UX25,,7254150362.661,5458078323.434999,6356114343.048,0.1413,101157.0,295.71,19.484,204.68,279.0,125000000000000000000,665.0,332.5,2089.1591146372125,0.07546271694273277,0.2240149699616463,0.59925,,39.0,8.0,5.0,6.0,,
Asteroid Belt,1 Ceres,,446000000.0,381000000.0,414000000.0,0.0785,1680.0,291.4,10.6,80.3,73.6,938390000000000065536,939.4,469.7,2951.2121387822517,0.284,0.516,0.3780833333333333,4.0,68.0,12.0,5.0,8.0,,
Asteroid Belt,2 Pallas,,510000000.0,319000000.0,414000000.0,0.2302,1684.0,40.6,34.93,172.9,310.9,204000000000000000000,511.0,255.5,1605.3538459843842,0.21,0.324,0.325,84.0,24.0,6.0,6.0,4.0,,
Asteroid Belt,4 Vesta,,384000000.0,322000000.0,353000000.0,0.0894,1325.86,169.4,7.1422,103.71,151.66,259027100000000016384,525.4,262.7,1650.5927801960772,0.25051329623457264,0.3627942748192761,,,26.0,7.0,6.0,4.0,,
Asteroid Belt,10 Hygiea,,522000000.0,419000000.0,470000000.0,0.1096,2036.0,181.38,3.832,283.13,312.71,87400000000000000000,433.0,216.5,1360.3096190043805,0.1244518494418339,0.23213713793426954,,,20.0,5.0,5.0,4.0,,
Asteroid Belt,704 Interamnia,,528000000.0,386000000.0,457200000.0,0.155,1951.0,248.0,17.31,280.3,94.8,35000000000000000000,332.0,166.0,1043.0087609918114,0.0847730076934243,0.1677636389514035,,,12.0,4.0,4.0,3.0,,
